Gene Symbol	Locus ID	Cytoband	Sample	relative_cn	Patient_ID	type	purity	ploidy	ABSOLUTE CN	Loss type
VPS4A	27183	16q22.1	TCGA-OR-A5JJ-01A-11D-A29H-01	1.29	TCGA-OR-A5JJ	ACC	0.9	1.46	3.57010961086084	gain
VPS4A	27183	16q22.1	TCGA-OR-A5JK-01A-11D-A29H-01	0.516	TCGA-OR-A5JK	ACC	0.74	1.48	2.1163777798153	gain
VPS4A	27183	16q22.1	TCGA-OR-A5JL-01A-11D-A29H-01	-0.04	TCGA-OR-A5JL	ACC	0.82	1.42	1.38117002532545	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5JM-01A-11D-A29H-01	0.035	TCGA-OR-A5JM	ACC	0.97	3.05	3.12489831025004	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5JO-01A-11D-A29H-01	-0.002	TCGA-OR-A5JO	ACC	0.55	2	1.99722933220206	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5JP-01A-11D-A29H-01	0.522	TCGA-OR-A5JP	ACC	0.8	3.12	4.48014687314512	gain
VPS4A	27183	16q22.1	TCGA-OR-A5JQ-01A-11D-A29H-01	0.534	TCGA-OR-A5JQ	ACC	0.77	1.52	2.20086602201693	gain
VPS4A	27183	16q22.1	TCGA-OR-A5JR-01A-11D-A29H-01	1.42	TCGA-OR-A5JR	ACC	0.88	1.4	3.74619715340111	gain
VPS4A	27183	16q22.1	TCGA-OR-A5JS-01A-11D-A29H-01	0.071	TCGA-OR-A5JS	ACC	0.85	3.42	3.59252034051678	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5JT-01A-11D-A29H-01	1.7	TCGA-OR-A5JT	ACC	0.88	2.6	8.44742492210485	gain
VPS4A	27183	16q22.1	TCGA-OR-A5JU-01A-11D-A309-01	0.066	TCGA-OR-A5JU	ACC	0.2	2.05	2.14596107804788	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5JV-01A-11D-A29H-01	0.156	TCGA-OR-A5JV	ACC	0.46	2.79	3.10860028578594	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5JW-01A-11D-A29H-01	0.038	TCGA-OR-A5JW	ACC	0.88	1.6	1.642703273152	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5JX-01A-11D-A29H-01	0.616	TCGA-OR-A5JX	ACC	0.89	3.12	4.78177427584828	gain
VPS4A	27183	16q22.1	TCGA-OR-A5JY-01A-31D-A29H-01	-0.287	TCGA-OR-A5JY	ACC	0.84	4.05	3.31939866093194	shallow
VPS4A	27183	16q22.1	TCGA-OR-A5JZ-01A-11D-A29H-01	1.47	TCGA-OR-A5JZ	ACC	0.95	1.21	3.35196491282844	gain
VPS4A	27183	16q22.1	TCGA-OR-A5K0-01A-11D-A29H-01	-1.01	TCGA-OR-A5K0	ACC	1	1.86	0.923576020756443	deep
VPS4A	27183	16q22.1	TCGA-OR-A5K1-01A-11D-A29H-01	1.31	TCGA-OR-A5K1	ACC	0.89	1.28	3.17365171184381	gain
VPS4A	27183	16q22.1	TCGA-OR-A5K2-01A-11D-A29H-01	-0.089	TCGA-OR-A5K2	ACC	0.83	2.94	2.76411215537683	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5K3-01A-11D-A29H-01	1.38	TCGA-OR-A5K3	ACC	0.91	1.28	3.33143514993135	gain
VPS4A	27183	16q22.1	TCGA-OR-A5K4-01A-11D-A29H-01	1.59	TCGA-OR-A5K4	ACC	0.97	1.29	3.88353660832055	gain
VPS4A	27183	16q22.1	TCGA-OR-A5K5-01A-11D-A29H-01	0.028	TCGA-OR-A5K5	ACC	0.88	3.3	3.36467235389403	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5K6-01A-11D-A29H-01	0.033	TCGA-OR-A5K6	ACC	0.91	1.91	1.95419256719276	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5K8-01A-11D-A29H-01	1.55	TCGA-OR-A5K8	ACC	0.95	1.54	4.50938394351253	gain
VPS4A	27183	16q22.1	TCGA-OR-A5K9-01A-11D-A29H-01	0.035	TCGA-OR-A5K9	ACC	0.94	2.83	2.89949580918283	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5KB-01A-11D-A309-01	0.02	TCGA-OR-A5KB	ACC	0.59	3.35	3.3967642572966	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5KO-01A-11D-A29H-01	1.72	TCGA-OR-A5KO	ACC	0.96	1.48	4.87565882222403	gain
VPS4A	27183	16q22.1	TCGA-OR-A5KP-01A-11D-A309-01	0.013	TCGA-OR-A5KP	ACC	0.69	2.96	2.98679283618026	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5KQ-01A-11D-A309-01	0.011	TCGA-OR-A5KQ	ACC	0.8	1.99	2.0052309832169	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5KS-01A-11D-A309-01	1.39	TCGA-OR-A5KS	ACC	0.87	2.54	6.65679849160048	gain
VPS4A	27183	16q22.1	TCGA-OR-A5KT-01A-11D-A29H-01	0.025	TCGA-OR-A5KT	ACC	0.65	2.02	2.05530897804743	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5KU-01A-11D-A29H-01	0.802	TCGA-OR-A5KU	ACC	0.82	2.71	4.72492965829088	gain
VPS4A	27183	16q22.1	TCGA-OR-A5KV-01A-11D-A29H-01	-0.008	TCGA-OR-A5KV	ACC	0.91	2	1.98894033734643	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5KW-01A-11D-A29H-01	1.79	TCGA-OR-A5KW	ACC	0.95	1.4	4.84140849532404	gain
VPS4A	27183	16q22.1	TCGA-OR-A5KX-01A-11D-A29H-01	0.957	TCGA-OR-A5KX	ACC	0.92	4.2	8.15332954606419	gain
VPS4A	27183	16q22.1	TCGA-OR-A5KY-01A-11D-A29H-01	0.559	TCGA-OR-A5KY	ACC	0.74	2.46	3.62418930710854	gain
VPS4A	27183	16q22.1	TCGA-OR-A5KZ-01A-11D-A29H-01	0.576	TCGA-OR-A5KZ	ACC	0.95	2.37	3.53298361671344	gain
VPS4A	27183	16q22.1	TCGA-OR-A5L1-01A-11D-A309-01	1.38	TCGA-OR-A5L1	ACC	0.82	2.69	7.0012191822776	gain
VPS4A	27183	16q22.1	TCGA-OR-A5L2-01A-11D-A309-01	0.578	TCGA-OR-A5L2	ACC	0.3	4.78	7.13548067215944	gain
VPS4A	27183	16q22.1	TCGA-OR-A5L3-01A-11D-A29H-01	0.028	TCGA-OR-A5L3	ACC	0.81	1.96	1.99841145867645	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5L4-01A-11D-A29H-01	1.71	TCGA-OR-A5L4	ACC	0.81	2.62	8.57161357368555	gain
VPS4A	27183	16q22.1	TCGA-OR-A5L5-01A-11D-A29H-01	1.14	TCGA-OR-A5L5	ACC	0.52	2.41	5.31118265852526	gain
VPS4A	27183	16q22.1	TCGA-OR-A5L6-01A-11D-A29H-01	1.05	TCGA-OR-A5L6	ACC	0.8	4	8.28211939073102	gain
VPS4A	27183	16q22.1	TCGA-OR-A5L8-01A-11D-A29H-01	0.841	TCGA-OR-A5L8	ACC	0.91	2.6	4.65735748447242	gain
VPS4A	27183	16q22.1	TCGA-OR-A5L9-01A-11D-A29H-01	1.39	TCGA-OR-A5L9	ACC	0.82	1.22	3.19735990541441	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LA-01A-11D-A29H-01	1.15	TCGA-OR-A5LA	ACC	0.55	2.72	6.03605792804908	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LB-01A-11D-A29H-01	-0.112	TCGA-OR-A5LB	ACC	0.96	1.44	1.33243837637451	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5LC-01A-11D-A29H-01	0.384	TCGA-OR-A5LC	ACC	0.92	3.3	4.30635132737356	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LD-01A-11D-A29H-01	3.66	TCGA-OR-A5LD	ACC	0.94	3.26	41.2085548267938	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LE-01A-11D-A29H-01	0.023	TCGA-OR-A5LE	ACC	0.97	1.89	1.9203725702581	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5LF-01A-11D-A309-01	1.47	TCGA-OR-A5LF	ACC	0.72	2.58	7.14716485545237	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LG-01A-11D-A29H-01	1.44	TCGA-OR-A5LG	ACC	0.92	1.83	4.96517183845848	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LH-01A-11D-A29H-01	0.053	TCGA-OR-A5LH	ACC	0.85	1.24	1.28640072134136	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5LI-01A-11D-A309-01	-0.482	TCGA-OR-A5LI	ACC	0.9	3.51	2.51310514080801	shallow
VPS4A	27183	16q22.1	TCGA-OR-A5LJ-01A-11D-A29H-01	-0.029	TCGA-OR-A5LJ	ACC	0.93	1.4	1.37213918147862	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5LK-01A-11D-A29H-01	-0.011	TCGA-OR-A5LK	ACC	0.57	2.8	2.77873224912029	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5LL-01A-11D-A29H-01	0.112	TCGA-OR-A5LL	ACC	0.77	3.73	4.03110574960678	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5LM-01A-11D-A29H-01	1.07	TCGA-OR-A5LM	ACC	0.76	4.73	9.93031982707422	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LN-01A-11D-A29H-01	0.031	TCGA-OR-A5LN	ACC	0.71	3.07	3.1366806539329	neutral
VPS4A	27183	16q22.1	TCGA-OR-A5LO-01A-11D-A29H-01	0.788	TCGA-OR-A5LO	ACC	0.87	2.65	4.57569966044438	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LP-01A-11D-A29H-01	1.04	TCGA-OR-A5LP	ACC	0.76	1.25	2.57028456664017	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LR-01A-11D-A29H-01	1.52	TCGA-OR-A5LR	ACC	0.89	1.22	3.49885080515862	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LS-01A-11D-A29H-01	0.731	TCGA-OR-A5LS	ACC	0.84	3.04	5.04575908038709	gain
VPS4A	27183	16q22.1	TCGA-OR-A5LT-01A-11D-A29H-01	0.778	TCGA-OR-A5LT	ACC	0.92	2.83	4.85274836734941	gain
VPS4A	27183	16q22.1	TCGA-OU-A5PI-01A-12D-A29H-01	1.86	TCGA-OU-A5PI	ACC	0.89	1.54	5.59031799675371	gain
VPS4A	27183	16q22.1	TCGA-P6-A5OH-01A-11D-A309-01	1.54	TCGA-P6-A5OH	ACC	0.8	3.17	9.21818575981077	gain
VPS4A	27183	16q22.1	TCGA-PA-A5YG-01A-11D-A29H-01	1.09	TCGA-PA-A5YG	ACC	0.73	1.27	2.70350026343153	gain
VPS4A	27183	16q22.1	TCGA-PK-A5H9-01A-11D-A29H-01	0.007	TCGA-PK-A5H9	ACC	0.8	2	2.00972764084757	neutral
VPS4A	27183	16q22.1	TCGA-PK-A5HA-01A-11D-A29H-01	0.027	TCGA-PK-A5HA	ACC	0.83	1.72	1.75249285818076	neutral
VPS4A	27183	16q22.1	TCGA-PK-A5HB-01A-11D-A29H-01	-0.872	TCGA-PK-A5HB	ACC	0.89	1.67	0.912469412149295	deep
VPS4A	27183	16q22.1	TCGA-PK-A5HC-01A-11D-A309-01	-0.005	TCGA-PK-A5HC	ACC	0.59	2.58	2.5710738780959	neutral
VPS4A	27183	16q22.1	TCGA-2F-A9KO-01A-11D-A38F-01	0.033	TCGA-2F-A9KO	BLCA	0.36	2.85	2.91594178874313	neutral
VPS4A	27183	16q22.1	TCGA-2F-A9KP-01A-11D-A38F-01	0.405	TCGA-2F-A9KP	BLCA	0.64	3.96	5.24339208516577	gain
VPS4A	27183	16q22.1	TCGA-2F-A9KQ-01A-11D-A38F-01	-0.038	TCGA-2F-A9KQ	BLCA	0.96	1.91	1.86034815291759	neutral
VPS4A	27183	16q22.1	TCGA-2F-A9KR-01A-11D-A38F-01	0.041	TCGA-2F-A9KR	BLCA	0.89	1.74	1.79015847173482	neutral
VPS4A	27183	16q22.1	TCGA-2F-A9KT-01A-11D-A38F-01	-0.019	TCGA-2F-A9KT	BLCA	0.41	3.62	3.57263789610675	neutral
VPS4A	27183	16q22.1	TCGA-2F-A9KW-01A-11D-A38F-01	0.719	TCGA-2F-A9KW	BLCA	0.58	3.56	5.8599048583844	gain
VPS4A	27183	16q22.1	TCGA-4Z-AA7M-01A-11D-A390-01	-0.442	TCGA-4Z-AA7M	BLCA	0.6	3.43	2.52486906861843	shallow
VPS4A	27183	16q22.1	TCGA-4Z-AA7N-01A-11D-A390-01	-0.023	TCGA-4Z-AA7N	BLCA	NA	NA	NA	neutral
VPS4A	27183	16q22.1	TCGA-4Z-AA7O-01A-31D-A390-01	-0.009	TCGA-4Z-AA7O	BLCA	0.84	1.89	1.87824626637963	neutral
VPS4A	27183	16q22.1	TCGA-4Z-AA7Q-01A-11D-A390-01	-0.237	TCGA-4Z-AA7Q	BLCA	0.29	2.88	2.44370275691298	shallow
VPS4A	27183	16q22.1	TCGA-4Z-AA7R-01A-11D-A390-01	0.005	TCGA-4Z-AA7R	BLCA	0.93	3.14	3.15090129031984	neutral
VPS4A	27183	16q22.1	TCGA-4Z-AA7S-01A-11D-A390-01	-0.006	TCGA-4Z-AA7S	BLCA	0.87	3.85	3.83402154941366	neutral
VPS4A	27183	16q22.1	TCGA-4Z-AA7W-01A-11D-A390-01	0.014	TCGA-4Z-AA7W	BLCA	0.32	2.63	2.65564591267928	neutral
VPS4A	27183	16q22.1	TCGA-4Z-AA7Y-01A-11D-A390-01	0.011	TCGA-4Z-AA7Y	BLCA	0.94	2.02	2.03546059602922	neutral
VPS4A	27183	16q22.1	TCGA-4Z-AA80-01A-11D-A390-01	0.333	TCGA-4Z-AA80	BLCA	0.47	4.8	6.04622390374752	gain
VPS4A	27183	16q22.1	TCGA-4Z-AA81-01A-11D-A390-01	-0.469	TCGA-4Z-AA81	BLCA	0.55	3.47	2.50695424039732	shallow
VPS4A	27183	16q22.1	TCGA-4Z-AA82-01A-11D-A390-01	0.009	TCGA-4Z-AA82	BLCA	0.58	3.88	3.90428035517139	neutral
VPS4A	27183	16q22.1	TCGA-4Z-AA83-01A-11D-A390-01	0.009	TCGA-4Z-AA83	BLCA	0.84	1.97	1.98232791229063	neutral
VPS4A	27183	16q22.1	TCGA-4Z-AA84-01A-11D-A390-01	-0.598	TCGA-4Z-AA84	BLCA	0.43	4.72	3.11835863735351	shallow
VPS4A	27183	16q22.1	TCGA-4Z-AA86-01A-11D-A390-01	-0.22	TCGA-4Z-AA86	BLCA	0.28	2.98	2.55852500058451	shallow
VPS4A	27183	16q22.1	TCGA-4Z-AA87-01A-11D-A390-01	0.35	TCGA-4Z-AA87	BLCA	0.61	3.58	4.56292704580296	gain
VPS4A	27183	16q22.1	TCGA-4Z-AA89-01A-11D-A390-01	0.016	TCGA-4Z-AA89	BLCA	0.87	1.99	2.0121926408941	neutral
VPS4A	27183	16q22.1	TCGA-5N-A9KI-01A-31D-A42D-01	0.034	TCGA-5N-A9KI	BLCA	0.58	3.55	3.63465649652097	neutral
VPS4A	27183	16q22.1	TCGA-5N-A9KM-01A-11D-A42D-01	0.004	TCGA-5N-A9KM	BLCA	0.72	1.98	1.98549734308413	neutral
VPS4A	27183	16q22.1	TCGA-BL-A0C8-01A-11D-A273-01	-0.101	TCGA-BL-A0C8	BLCA	0.59	3.54	3.30064816198639	neutral
VPS4A	27183	16q22.1	TCGA-BL-A13I-01A-11D-A13V-01	-0.004	TCGA-BL-A13I	BLCA	0.33	2.07	2.06426869029878	neutral
VPS4A	27183	16q22.1	TCGA-BL-A13J-01A-11D-A273-01	0.628	TCGA-BL-A13J	BLCA	0.56	3.59	5.54806174647255	gain
VPS4A	27183	16q22.1	TCGA-BL-A3JM-01A-12D-A219-01	0.111	TCGA-BL-A3JM	BLCA	0.76	2.47	2.66754210278722	neutral
VPS4A	27183	16q22.1	TCGA-BL-A5ZZ-01A-31D-A30D-01	0.004	TCGA-BL-A5ZZ	BLCA	0.38	2.31	2.31641356693149	neutral
VPS4A	27183	16q22.1	TCGA-BT-A0S7-01A-11D-A10T-01	0.135	TCGA-BT-A0S7	BLCA	0.29	5.67	6.22618625417257	neutral
VPS4A	27183	16q22.1	TCGA-BT-A0YX-01A-11D-A10T-01	0.018	TCGA-BT-A0YX	BLCA	0.49	2.09	2.11623954736253	neutral
VPS4A	27183	16q22.1	TCGA-BT-A20J-01A-11D-A14V-01	-0.321	TCGA-BT-A20J	BLCA	0.4	3.07	2.45758046871485	shallow
VPS4A	27183	16q22.1	TCGA-BT-A20N-01A-11D-A14V-01	0.559	TCGA-BT-A20N	BLCA	0.72	1.61	2.37192877416453	gain
VPS4A	27183	16q22.1	TCGA-BT-A20O-01A-21D-A14V-01	-0.024	TCGA-BT-A20O	BLCA	0.16	2.02	1.98667418953302	neutral
VPS4A	27183	16q22.1	TCGA-BT-A20P-01A-11D-A14V-01	0.023	TCGA-BT-A20P	BLCA	0.93	2.07	2.10326519599696	neutral
VPS4A	27183	16q22.1	TCGA-BT-A20Q-01A-11D-A14V-01	0.009	TCGA-BT-A20Q	BLCA	0.68	2.02	2.03264080346552	neutral
VPS4A	27183	16q22.1	TCGA-BT-A20R-01A-12D-A16M-01	0.269	TCGA-BT-A20R	BLCA	0.46	3.07	3.69926500703399	gain
VPS4A	27183	16q22.1	TCGA-BT-A20T-01A-11D-A14V-01	0.079	TCGA-BT-A20T	BLCA	0.75	1.86	1.96469126315445	neutral
VPS4A	27183	16q22.1	TCGA-BT-A20U-01A-11D-A14V-01	-0.022	TCGA-BT-A20U	BLCA	0.5	2	1.9697328857911	neutral
VPS4A	27183	16q22.1	TCGA-BT-A20V-01A-11D-A14V-01	0.557	TCGA-BT-A20V	BLCA	0.66	3.37	4.95796673353384	gain
VPS4A	27183	16q22.1	TCGA-BT-A20W-01A-21D-A14V-01	-0.023	TCGA-BT-A20W	BLCA	0.72	2.07	2.03726092560997	neutral
VPS4A	27183	16q22.1	TCGA-BT-A20X-01A-11D-A16M-01	0.174	TCGA-BT-A20X	BLCA	0.37	3.34	3.76812833910475	neutral
VPS4A	27183	16q22.1	TCGA-BT-A2LA-01A-11D-A18E-01	0.419	TCGA-BT-A2LA	BLCA	0.95	3.29	4.39873162988289	gain
VPS4A	27183	16q22.1	TCGA-BT-A2LB-01A-11D-A18E-01	0.012	TCGA-BT-A2LB	BLCA	0.5	3.02	3.04522441378168	neutral
VPS4A	27183	16q22.1	TCGA-BT-A2LD-01A-12D-A20B-01	0.088	TCGA-BT-A2LD	BLCA	0.59	2.21	2.3489994403324	neutral
VPS4A	27183	16q22.1	TCGA-BT-A3PH-01A-11D-A21Y-01	-0.011	TCGA-BT-A3PH	BLCA	0.83	3.71	3.68182023008439	neutral
VPS4A	27183	16q22.1	TCGA-BT-A3PJ-01A-21D-A21Y-01	0.304	TCGA-BT-A3PJ	BLCA	0.51	3.58	4.41973413267887	gain
VPS4A	27183	16q22.1	TCGA-BT-A3PK-01A-21D-A21Y-01	-0.051	TCGA-BT-A3PK	BLCA	0.28	1.87	1.80504933651019	neutral
VPS4A	27183	16q22.1	TCGA-BT-A42B-01A-32D-A23L-01	-0.007	TCGA-BT-A42B	BLCA	0.78	1.8	1.79128749927615	neutral
VPS4A	27183	16q22.1	TCGA-BT-A42C-01A-11D-A23L-01	0.35	TCGA-BT-A42C	BLCA	0.66	3.46	4.40997977052465	gain
VPS4A	27183	16q22.1	TCGA-BT-A42E-01A-11D-A23T-01	0.26	TCGA-BT-A42E	BLCA	0.48	3.17	3.796007493642	gain
VPS4A	27183	16q22.1	TCGA-BT-A42F-01A-11D-A23T-01	-0.066	TCGA-BT-A42F	BLCA	0.22	2.67	2.55060544014111	neutral
VPS4A	27183	16q22.1	TCGA-C4-A0EZ-01A-21D-A10T-01	0.325	TCGA-C4-A0EZ	BLCA	0.93	3.28	4.10873935868714	gain
VPS4A	27183	16q22.1	TCGA-C4-A0F0-01A-12D-A10T-01	0.029	TCGA-C4-A0F0	BLCA	0.39	5.89	6.00959444297342	neutral
VPS4A	27183	16q22.1	TCGA-C4-A0F6-01A-11D-A10T-01	-0.018	TCGA-C4-A0F6	BLCA	0.68	3.36	3.31833889445645	neutral
VPS4A	27183	16q22.1	TCGA-CF-A1HR-01A-11D-A13V-01	0.054	TCGA-CF-A1HR	BLCA	0.4	3.72	3.86187808642017	neutral
VPS4A	27183	16q22.1	TCGA-CF-A1HS-01A-11D-A13V-01	0.531	TCGA-CF-A1HS	BLCA	0.54	3.11	4.49373353754216	gain
VPS4A	27183	16q22.1	TCGA-CF-A27C-01A-11D-A16M-01	0.028	TCGA-CF-A27C	BLCA	0.98	1.92	1.95762755135653	neutral
VPS4A	27183	16q22.1	TCGA-CF-A3MF-01A-12D-A219-01	-0.028	TCGA-CF-A3MF	BLCA	0.78	3.2	3.13849281276336	neutral
VPS4A	27183	16q22.1	TCGA-CF-A3MG-01A-11D-A20B-01	0.016	TCGA-CF-A3MG	BLCA	0.8	3.12	3.15479449225607	neutral
VPS4A	27183	16q22.1	TCGA-CF-A3MH-01A-11D-A20B-01	0.018	TCGA-CF-A3MH	BLCA	0.87	1.99	2.01498406662748	neutral
VPS4A	27183	16q22.1	TCGA-CF-A3MI-01A-11D-A20B-01	-0.058	TCGA-CF-A3MI	BLCA	0.79	3.84	3.68868427758135	neutral
VPS4A	27183	16q22.1	TCGA-CF-A47S-01A-11D-A23T-01	0.004	TCGA-CF-A47S	BLCA	0.62	1.95	1.9554140500071	neutral
VPS4A	27183	16q22.1	TCGA-CF-A47T-01A-11D-A23T-01	-0.025	TCGA-CF-A47T	BLCA	0.94	2.01	1.97546940307595	neutral
VPS4A	27183	16q22.1	TCGA-CF-A47V-01A-11D-A23T-01	0.027	TCGA-CF-A47V	BLCA	0.93	2.07	2.10910477699662	neutral
VPS4A	27183	16q22.1	TCGA-CF-A47W-01A-11D-A23T-01	-0.002	TCGA-CF-A47W	BLCA	0.94	2	1.99722933220206	neutral
VPS4A	27183	16q22.1	TCGA-CF-A47X-01A-31D-A23T-01	0.101	TCGA-CF-A47X	BLCA	0.88	3.71	3.97903664839457	neutral
VPS4A	27183	16q22.1	TCGA-CF-A47Y-01A-11D-A23T-01	-0.004	TCGA-CF-A47Y	BLCA	0.92	2	1.99446250270414	neutral
VPS4A	27183	16q22.1	TCGA-CF-A5U8-01A-11D-A288-01	0.035	TCGA-CF-A5U8	BLCA	0.97	1.95	1.99788580491396	neutral
VPS4A	27183	16q22.1	TCGA-CF-A5UA-01A-11D-A288-01	-0.005	TCGA-CF-A5UA	BLCA	0.92	2.24	2.23225018873442	neutral
VPS4A	27183	16q22.1	TCGA-CF-A7I0-01A-22D-A34T-01	-0.029	TCGA-CF-A7I0	BLCA	0.68	1.87	1.8327859066893	neutral
VPS4A	27183	16q22.1	TCGA-CF-A8HX-01A-11D-A363-01	0.031	TCGA-CF-A8HX	BLCA	0.95	1.97	2.01278856294717	neutral
VPS4A	27183	16q22.1	TCGA-CF-A8HY-01A-11D-A363-01	0.016	TCGA-CF-A8HY	BLCA	0.87	3.27	3.30646730438376	neutral
VPS4A	27183	16q22.1	TCGA-CF-A9FF-01A-11D-A38F-01	0.04	TCGA-CF-A9FF	BLCA	0.73	1.97	2.02538423851245	neutral
VPS4A	27183	16q22.1	TCGA-CF-A9FH-01A-11D-A38F-01	-0.008	TCGA-CF-A9FH	BLCA	0.95	1.98	1.96905093397296	neutral
VPS4A	27183	16q22.1	TCGA-CF-A9FL-01A-11D-A38F-01	0.016	TCGA-CF-A9FL	BLCA	0.85	2	2.02230416170261	neutral
VPS4A	27183	16q22.1	TCGA-CF-A9FM-01A-11D-A38F-01	0.017	TCGA-CF-A9FM	BLCA	0.96	1.98	2.00346933803332	neutral
VPS4A	27183	16q22.1	TCGA-CU-A0YN-01A-21D-A10T-01	-0.347	TCGA-CU-A0YN	BLCA	0.4	3.36	2.64169010159151	shallow
VPS4A	27183	16q22.1	TCGA-CU-A0YO-01A-11D-A10T-01	0.002	TCGA-CU-A0YO	BLCA	0.33	1.82	1.82252480539463	neutral
VPS4A	27183	16q22.1	TCGA-CU-A0YR-01A-12D-A10T-01	-0.076	TCGA-CU-A0YR	BLCA	0.47	3.3	3.1306582399635	neutral
VPS4A	27183	16q22.1	TCGA-CU-A3KJ-01A-11D-A219-01	0.318	TCGA-CU-A3KJ	BLCA	0.75	3.15	3.92679376196656	gain
VPS4A	27183	16q22.1	TCGA-CU-A3QU-01A-11D-A22Y-01	-0.87	TCGA-CU-A3QU	BLCA	0.9	3.6	1.96972866226933	deep
