Gene Symbol	Locus ID	Cytoband	Sample	relative_cn	Patient_ID	type	purity	ploidy	ABSOLUTE CN	Loss type
VPS4A	27183	16q22.1	TCGA-C8-A131-01A-11D-A111-01	0.192	TCGA-C8-A131	BRCA	0.27	4.42	5.04917041107057	neutral
VPS4A	27183	16q22.1	TCGA-C8-A132-01A-31D-A111-01	0.121	TCGA-C8-A132	BRCA	0.28	3.5	3.80620936799209	neutral
VPS4A	27183	16q22.1	TCGA-C8-A133-01A-32D-A12A-01	-0.002	TCGA-C8-A133	BRCA	0.93	2.01	2.00721547886307	neutral
VPS4A	27183	16q22.1	TCGA-C8-A134-01A-11D-A111-01	0.074	TCGA-C8-A134	BRCA	0.65	1.89	1.98947288240084	neutral
VPS4A	27183	16q22.1	TCGA-C8-A135-01A-11D-A111-01	-0.146	TCGA-C8-A135	BRCA	0.25	3.56	3.21735970723387	neutral
VPS4A	27183	16q22.1	TCGA-C8-A137-01A-11D-A111-01	-0.701	TCGA-C8-A137	BRCA	0.75	1.98	1.21798843130363	deep
VPS4A	27183	16q22.1	TCGA-C8-A138-01A-11D-A111-01	0.293	TCGA-C8-A138	BRCA	0.43	3.48	4.26364495502827	gain
VPS4A	27183	16q22.1	TCGA-C8-A1HE-01A-11D-A13J-01	-0.78	TCGA-C8-A1HE	BRCA	0.8	1.94	1.1297915788744	deep
VPS4A	27183	16q22.1	TCGA-C8-A1HF-01A-11D-A134-01	-0.59	TCGA-C8-A1HF	BRCA	0.55	3.48	2.31191331652793	shallow
VPS4A	27183	16q22.1	TCGA-C8-A1HG-01A-11D-A134-01	-0.367	TCGA-C8-A1HG	BRCA	0.49	3.27	2.53553578475471	shallow
VPS4A	27183	16q22.1	TCGA-C8-A1HI-01A-11D-A134-01	-0.324	TCGA-C8-A1HI	BRCA	0.39	3.46	2.76402763091405	shallow
VPS4A	27183	16q22.1	TCGA-C8-A1HJ-01A-11D-A13J-01	0.02	TCGA-C8-A1HJ	BRCA	0.76	1.8	1.82512706362205	neutral
VPS4A	27183	16q22.1	TCGA-C8-A1HK-01A-21D-A13J-01	0.216	TCGA-C8-A1HK	BRCA	0.76	3.48	4.04205038710151	gain
VPS4A	27183	16q22.1	TCGA-C8-A1HL-01A-11D-A134-01	0.028	TCGA-C8-A1HL	BRCA	0.69	3.79	3.86427521856314	neutral
VPS4A	27183	16q22.1	TCGA-C8-A1HM-01A-12D-A134-01	-0.11	TCGA-C8-A1HM	BRCA	0.42	4.49	4.16038039788777	neutral
VPS4A	27183	16q22.1	TCGA-C8-A1HN-01A-11D-A134-01	-0.423	TCGA-C8-A1HN	BRCA	0.72	3.23	2.40916660310672	shallow
VPS4A	27183	16q22.1	TCGA-C8-A1HO-01A-11D-A13J-01	-0.006	TCGA-C8-A1HO	BRCA	0.81	1.98	1.97178251112703	neutral
VPS4A	27183	16q22.1	TCGA-C8-A26V-01A-11D-A16C-01	-0.71	TCGA-C8-A26V	BRCA	0.77	1.92	1.17373466658439	deep
VPS4A	27183	16q22.1	TCGA-C8-A26W-01A-11D-A16C-01	-0.61	TCGA-C8-A26W	BRCA	0.64	1.86	1.21866586558828	shallow
VPS4A	27183	16q22.1	TCGA-C8-A26X-01A-31D-A16C-01	-0.293	TCGA-C8-A26X	BRCA	0.27	3.42	2.79141441783608	shallow
VPS4A	27183	16q22.1	TCGA-C8-A26Y-01A-11D-A16C-01	-0.35	TCGA-C8-A26Y	BRCA	0.48	3	2.35375229369025	shallow
VPS4A	27183	16q22.1	TCGA-C8-A26Z-01A-11D-A16C-01	0.44	TCGA-C8-A26Z	BRCA	0.76	3.2	4.34113384783255	gain
VPS4A	27183	16q22.1	TCGA-C8-A273-01A-11D-A16C-01	-0.024	TCGA-C8-A273	BRCA	0.75	2.14	2.10469443841617	neutral
VPS4A	27183	16q22.1	TCGA-C8-A274-01A-11D-A16C-01	-0.496	TCGA-C8-A274	BRCA	0.79	3.09	2.19102635512476	shallow
VPS4A	27183	16q22.1	TCGA-C8-A275-01A-21D-A16C-01	0.001	TCGA-C8-A275	BRCA	0.55	2.22	2.22153932016693	neutral
VPS4A	27183	16q22.1	TCGA-C8-A278-01A-11D-A166-01	-0.344	TCGA-C8-A278	BRCA	0.25	3.86	3.04111600015048	shallow
VPS4A	27183	16q22.1	TCGA-C8-A27A-01A-11D-A166-01	0.031	TCGA-C8-A27A	BRCA	0.76	3.62	3.69862669942577	neutral
VPS4A	27183	16q22.1	TCGA-C8-A27B-01A-11D-A166-01	0.208	TCGA-C8-A27B	BRCA	0.61	2.9	3.34974877520539	gain
VPS4A	27183	16q22.1	TCGA-C8-A3M7-01A-12D-A21P-01	-0.359	TCGA-C8-A3M7	BRCA	0.42	2.05	1.59839492735321	shallow
VPS4A	27183	16q22.1	TCGA-C8-A3M8-01A-11D-A20R-01	0.012	TCGA-C8-A3M8	BRCA	0.67	2.09	2.1074566307297	neutral
VPS4A	27183	16q22.1	TCGA-C8-A8HP-01A-11D-A36I-01	0.264	TCGA-C8-A8HP	BRCA	0.28	1.77	2.12542206664882	gain
VPS4A	27183	16q22.1	TCGA-C8-A8HQ-01A-11D-A36I-01	-0.581	TCGA-C8-A8HQ	BRCA	0.61	1.85	1.23672545824975	shallow
VPS4A	27183	16q22.1	TCGA-C8-A8HR-01A-11D-A36I-01	-0.095	TCGA-C8-A8HR	BRCA	0.26	1.85	1.73210365775381	neutral
VPS4A	27183	16q22.1	TCGA-C8-A9FZ-01A-11D-A41E-01	-0.029	TCGA-C8-A9FZ	BRCA	0.9	1.82	1.7837809359222	neutral
VPS4A	27183	16q22.1	TCGA-D8-A13Y-01A-11D-A111-01	-0.876	TCGA-D8-A13Y	BRCA	0.92	1.75	0.953533098186662	deep
VPS4A	27183	16q22.1	TCGA-D8-A13Z-01A-11D-A111-01	-0.219	TCGA-D8-A13Z	BRCA	0.38	4.31	3.70298285382237	shallow
VPS4A	27183	16q22.1	TCGA-D8-A140-01A-11D-A111-01	-0.05	TCGA-D8-A140	BRCA	0.7	2.11	2.03812565403142	neutral
VPS4A	27183	16q22.1	TCGA-D8-A141-01A-11D-A111-01	-0.262	TCGA-D8-A141	BRCA	0.28	2.24	1.86800553816792	shallow
VPS4A	27183	16q22.1	TCGA-D8-A142-01A-11D-A111-01	-0.155	TCGA-D8-A142	BRCA	NA	NA	NA	neutral
VPS4A	27183	16q22.1	TCGA-D8-A143-01A-11D-A111-01	0.881	TCGA-D8-A143	BRCA	0.72	2.47	4.5488789441929	gain
VPS4A	27183	16q22.1	TCGA-D8-A145-01A-11D-A111-01	-0.213	TCGA-D8-A145	BRCA	0.38	1.94	1.67371820841275	shallow
VPS4A	27183	16q22.1	TCGA-D8-A147-01A-11D-A111-01	0.021	TCGA-D8-A147	BRCA	0.57	3.38	3.42955940744338	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1J8-01A-11D-A13J-01	-0.379	TCGA-D8-A1J8	BRCA	0.69	1.54	1.18421444007811	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1J9-01A-11D-A13J-01	-0.607	TCGA-D8-A1J9	BRCA	0.69	2.02	1.32625233667839	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1JA-01A-11D-A13J-01	0.009	TCGA-D8-A1JA	BRCA	0.77	1.92	1.93201502111574	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1JB-01A-11D-A13J-01	0.057	TCGA-D8-A1JB	BRCA	0.28	1.69	1.75810745042216	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1JC-01A-11D-A13J-01	-0.654	TCGA-D8-A1JC	BRCA	0.74	1.91	1.21383526328691	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1JD-01A-11D-A13J-01	-0.321	TCGA-D8-A1JD	BRCA	0.5	4.4	3.52226516688773	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1JE-01A-11D-A13J-01	-0.41	TCGA-D8-A1JE	BRCA	0.55	2.82	2.1223979138496	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1JF-01A-11D-A13J-01	0.317	TCGA-D8-A1JF	BRCA	0.49	3.6	4.48465469605011	gain
VPS4A	27183	16q22.1	TCGA-D8-A1JG-01B-11D-A13J-01	-0.246	TCGA-D8-A1JG	BRCA	0.43	2.82	2.37791173090532	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1JH-01A-11D-A13J-01	0.047	TCGA-D8-A1JH	BRCA	0.53	2	2.06622877536826	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1JI-01A-11D-A13J-01	-0.909	TCGA-D8-A1JI	BRCA	0.89	1.76	0.937295218986207	deep
VPS4A	27183	16q22.1	TCGA-D8-A1JJ-01A-31D-A14J-01	-0.193	TCGA-D8-A1JJ	BRCA	0.43	3.74	3.27169502074777	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1JK-01A-11D-A13J-01	0.171	TCGA-D8-A1JK	BRCA	0.41	4.2	4.7285220617744	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1JL-01A-11D-A13J-01	-0.091	TCGA-D8-A1JL	BRCA	0.42	2.53	2.37534552070809	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1JM-01A-11D-A13J-01	0.027	TCGA-D8-A1JM	BRCA	0.85	1.85	1.88494871374094	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1JN-01A-11D-A13J-01	-0.904	TCGA-D8-A1JN	BRCA	0.94	1.94	1.03674181147468	deep
VPS4A	27183	16q22.1	TCGA-D8-A1JP-01A-11D-A13J-01	-0.594	TCGA-D8-A1JP	BRCA	0.68	2.08	1.37800729772702	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1JS-01A-11D-A13J-01	-0.906	TCGA-D8-A1JS	BRCA	0.91	2.01	1.07266196473016	deep
VPS4A	27183	16q22.1	TCGA-D8-A1JT-01A-31D-A13J-01	-0.871	TCGA-D8-A1JT	BRCA	0.88	2.41	1.31771022626898	deep
VPS4A	27183	16q22.1	TCGA-D8-A1JU-01A-11D-A13J-01	-0.354	TCGA-D8-A1JU	BRCA	0.4	2.01	1.57264768129039	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1X5-01A-11D-A14F-01	-0.382	TCGA-D8-A1X5	BRCA	0.57	3.22	2.47094121456143	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1X6-01A-11D-A14J-01	-0.722	TCGA-D8-A1X6	BRCA	0.66	4.04	2.44927589450471	deep
VPS4A	27183	16q22.1	TCGA-D8-A1X7-01A-11D-A14J-01	0.635	TCGA-D8-A1X7	BRCA	0.76	2.15	3.33881616250447	gain
VPS4A	27183	16q22.1	TCGA-D8-A1X8-01A-11D-A14J-01	-0.511	TCGA-D8-A1X8	BRCA	0.59	1.96	1.37540229151829	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1X9-01A-12D-A160-01	0.015	TCGA-D8-A1X9	BRCA	0.75	1.98	2.00069386404379	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XA-01A-11D-A14F-01	0.015	TCGA-D8-A1XA	BRCA	0.84	1.66	1.67734940116803	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XB-01A-11D-A14F-01	-0.297	TCGA-D8-A1XB	BRCA	0.63	2	1.62788637014087	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1XC-01A-11D-A14F-01	-0.01	TCGA-D8-A1XC	BRCA	0.88	2.06	2.04577054060029	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XD-01A-11D-A14F-01	0.012	TCGA-D8-A1XD	BRCA	NA	NA	NA	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XF-01A-11D-A14F-01	0.419	TCGA-D8-A1XF	BRCA	0.78	3.44	4.59928170419366	gain
VPS4A	27183	16q22.1	TCGA-D8-A1XG-01A-11D-A14F-01	-0.013	TCGA-D8-A1XG	BRCA	0.83	2	1.98205912652816	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XJ-01A-11D-A14J-01	1.15	TCGA-D8-A1XJ	BRCA	0.61	3.62	8.0332829777712	gain
VPS4A	27183	16q22.1	TCGA-D8-A1XK-01A-21D-A14J-01	-0.174	TCGA-D8-A1XK	BRCA	0.46	3.04	2.6946003655524	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XL-01A-11D-A14J-01	0.013	TCGA-D8-A1XL	BRCA	0.56	3.34	3.37023245704124	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XM-01A-21D-A14J-01	-0.016	TCGA-D8-A1XM	BRCA	0.52	1.98	1.95816241443424	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XO-01A-11D-A14J-01	-0.589	TCGA-D8-A1XO	BRCA	0.65	1.85	1.22988657506809	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1XQ-01A-11D-A14J-01	-0.138	TCGA-D8-A1XQ	BRCA	0.48	3.85	3.4987957483268	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XR-01A-11D-A14J-01	-0.758	TCGA-D8-A1XR	BRCA	0.87	1.98	1.1708046902417	deep
VPS4A	27183	16q22.1	TCGA-D8-A1XS-01A-11D-A14J-01	-0.633	TCGA-D8-A1XS	BRCA	0.76	2.22	1.43153175822803	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1XT-01A-11D-A14J-01	0.032	TCGA-D8-A1XT	BRCA	0.56	1.9	1.94261420815885	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XU-01A-11D-A14J-01	0.377	TCGA-D8-A1XU	BRCA	0.67	1.53	1.98691706217672	gain
VPS4A	27183	16q22.1	TCGA-D8-A1XV-01A-11D-A14J-01	0.011	TCGA-D8-A1XV	BRCA	0.69	2.07	2.08584328404974	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1XW-01A-11D-A14J-01	0.379	TCGA-D8-A1XW	BRCA	0.64	2.5	3.2511003663712	gain
VPS4A	27183	16q22.1	TCGA-D8-A1XY-01A-11D-A14J-01	-0.445	TCGA-D8-A1XY	BRCA	0.45	3.57	2.62246601040178	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1XZ-01A-11D-A14J-01	0.476	TCGA-D8-A1XZ	BRCA	0.66	3.55	4.93763099957046	gain
VPS4A	27183	16q22.1	TCGA-D8-A1Y0-01A-11D-A14J-01	-0.524	TCGA-D8-A1Y0	BRCA	0.56	2.13	1.48128929987114	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1Y1-01A-21D-A14J-01	-0.441	TCGA-D8-A1Y1	BRCA	0.6	2.95	2.17304033657931	shallow
VPS4A	27183	16q22.1	TCGA-D8-A1Y2-01A-11D-A160-01	0.149	TCGA-D8-A1Y2	BRCA	0.43	2.23	2.47262543523484	neutral
VPS4A	27183	16q22.1	TCGA-D8-A1Y3-01A-11D-A160-01	-0.45	TCGA-D8-A1Y3	BRCA	0.71	2.83	2.07168125976306	shallow
VPS4A	27183	16q22.1	TCGA-D8-A27E-01A-11D-A16C-01	0	TCGA-D8-A27E	BRCA	0.47	2	2	neutral
VPS4A	27183	16q22.1	TCGA-D8-A27F-01A-11D-A16C-01	0.012	TCGA-D8-A27F	BRCA	0.77	1.7	1.71419917332081	neutral
VPS4A	27183	16q22.1	TCGA-D8-A27G-01A-11D-A16C-01	-0.495	TCGA-D8-A27G	BRCA	0.53	2.01	1.42621897298138	shallow
VPS4A	27183	16q22.1	TCGA-D8-A27H-01A-11D-A16C-01	0.04	TCGA-D8-A27H	BRCA	0.75	2.15	2.21044472731054	neutral
VPS4A	27183	16q22.1	TCGA-D8-A27I-01A-11D-A16C-01	-0.147	TCGA-D8-A27I	BRCA	0.27	2.1	1.89656567131883	neutral
VPS4A	27183	16q22.1	TCGA-D8-A27K-01A-11D-A16C-01	-0.521	TCGA-D8-A27K	BRCA	0.54	2.13	1.48437275920215	shallow
VPS4A	27183	16q22.1	TCGA-D8-A27L-01A-11D-A16C-01	-0.44	TCGA-D8-A27L	BRCA	0.45	2.07	1.52586863989629	shallow
VPS4A	27183	16q22.1	TCGA-D8-A27M-01A-11D-A16C-01	-0.18	TCGA-D8-A27M	BRCA	0.45	1.8	1.58886539332318	neutral
VPS4A	27183	16q22.1	TCGA-D8-A27N-01A-11D-A16C-01	-0.037	TCGA-D8-A27N	BRCA	0.58	2.04	1.98834644701876	neutral
VPS4A	27183	16q22.1	TCGA-D8-A27P-01A-11D-A16C-01	-0.591	TCGA-D8-A27P	BRCA	0.65	2.02	1.34104280996626	shallow
VPS4A	27183	16q22.1	TCGA-D8-A27R-01A-11D-A16C-01	0.073	TCGA-D8-A27R	BRCA	0.4	3.51	3.69217524500559	neutral
VPS4A	27183	16q22.1	TCGA-D8-A27T-01A-11D-A16C-01	-0.602	TCGA-D8-A27T	BRCA	0.51	3.36	2.21370231891335	shallow
VPS4A	27183	16q22.1	TCGA-D8-A27V-01A-12D-A17C-01	-0.623	TCGA-D8-A27V	BRCA	0.64	2.28	1.48044800711207	shallow
VPS4A	27183	16q22.1	TCGA-D8-A27W-01A-11D-A16C-01	0.415	TCGA-D8-A27W	BRCA	0.44	4.59	6.1198409278486	gain
VPS4A	27183	16q22.1	TCGA-D8-A3Z5-01A-41D-A242-01	-0.443	TCGA-D8-A3Z5	BRCA	0.44	2.12	1.55947915060708	shallow
VPS4A	27183	16q22.1	TCGA-D8-A3Z6-01A-11D-A238-01	-0.59	TCGA-D8-A3Z6	BRCA	0.6	2.26	1.50141496992906	shallow
VPS4A	27183	16q22.1	TCGA-D8-A4Z1-01A-21D-A25N-01	-0.104	TCGA-D8-A4Z1	BRCA	0.16	1.99	1.851594818829	neutral
VPS4A	27183	16q22.1	TCGA-D8-A73U-01A-11D-A33D-01	-0.109	TCGA-D8-A73U	BRCA	0.26	1.82	1.68755959451254	neutral
VPS4A	27183	16q22.1	TCGA-D8-A73W-01A-22D-A350-01	-0.677	TCGA-D8-A73W	BRCA	0.7	1.98	1.23841978931213	shallow
VPS4A	27183	16q22.1	TCGA-D8-A73X-01A-11D-A32H-01	-0.754	TCGA-D8-A73X	BRCA	0.78	2.03	1.20370321690211	deep
VPS4A	27183	16q22.1	TCGA-E2-A105-01A-11D-A10L-01	0.01	TCGA-E2-A105	BRCA	0.1	4.11	4.13858731073312	neutral
VPS4A	27183	16q22.1	TCGA-E2-A107-01A-11D-A10L-01	-0.609	TCGA-E2-A107	BRCA	0.45	4.24	2.77996027013717	shallow
VPS4A	27183	16q22.1	TCGA-E2-A108-01A-13D-A10L-01	0	TCGA-E2-A108	BRCA	0.2	1.85	1.85	neutral
VPS4A	27183	16q22.1	TCGA-E2-A109-01A-11D-A10L-01	0.959	TCGA-E2-A109	BRCA	0.68	3.83	7.44537436793716	gain
VPS4A	27183	16q22.1	TCGA-E2-A10A-01A-21D-A111-01	-0.817	TCGA-E2-A10A	BRCA	0.82	1.98	1.1238896811246	deep
VPS4A	27183	16q22.1	TCGA-E2-A10B-01A-11D-A10L-01	-0.044	TCGA-E2-A10B	BRCA	0.41	4.94	4.79161183708817	neutral
VPS4A	27183	16q22.1	TCGA-E2-A10C-01A-21D-A10L-01	-0.244	TCGA-E2-A10C	BRCA	0.5	2.97	2.50787063564863	shallow
VPS4A	27183	16q22.1	TCGA-E2-A10E-01A-21D-A10L-01	-0.717	TCGA-E2-A10E	BRCA	NA	NA	NA	deep
VPS4A	27183	16q22.1	TCGA-E2-A10F-01A-11D-A10L-01	-0.417	TCGA-E2-A10F	BRCA	0.52	1.99	1.49047112975206	shallow
VPS4A	27183	16q22.1	TCGA-E2-A14N-01A-31D-A134-01	-0.102	TCGA-E2-A14N	BRCA	0.22	2.83	2.63682541493251	neutral
VPS4A	27183	16q22.1	TCGA-E2-A14O-01A-31D-A111-01	-0.452	TCGA-E2-A14O	BRCA	0.7	3	2.19308617260005	shallow
VPS4A	27183	16q22.1	TCGA-E2-A14P-01A-31D-A12A-01	1.45	TCGA-E2-A14P	BRCA	0.48	2.64	7.21269255566321	gain
VPS4A	27183	16q22.1	TCGA-E2-A14Q-01A-11D-A12A-01	-0.589	TCGA-E2-A14Q	BRCA	0.6	1.94	1.28971889493626	shallow
VPS4A	27183	16q22.1	TCGA-E2-A14R-01A-11D-A111-01	0.718	TCGA-E2-A14R	BRCA	0.79	3.31	5.44461945487651	gain
VPS4A	27183	16q22.1	TCGA-E2-A14S-01A-11D-A12A-01	-0.79	TCGA-E2-A14S	BRCA	0.79	2.31	1.33597485241061	deep
VPS4A	27183	16q22.1	TCGA-E2-A14T-01A-11D-A111-01	0.172	TCGA-E2-A14T	BRCA	0.55	3.22	3.62771391576124	neutral
VPS4A	27183	16q22.1	TCGA-E2-A14U-01A-11D-A227-01	-0.16	TCGA-E2-A14U	BRCA	0.24	2.04	1.82585114469306	neutral
VPS4A	27183	16q22.1	TCGA-E2-A14V-01A-11D-A12A-01	-0.369	TCGA-E2-A14V	BRCA	0.5	3.09	2.39264579606645	shallow
VPS4A	27183	16q22.1	TCGA-E2-A14W-01A-11D-A12A-01	-0.634	TCGA-E2-A14W	BRCA	0.71	1.96	1.26299913787532	shallow
VPS4A	27183	16q22.1	TCGA-E2-A14X-01A-11D-A111-01	0.243	TCGA-E2-A14X	BRCA	0.38	3.76	4.44977584178967	gain
VPS4A	27183	16q22.1	TCGA-E2-A14Y-01A-21D-A12A-01	-0.705	TCGA-E2-A14Y	BRCA	0.78	2.13	1.3066325007753	deep
VPS4A	27183	16q22.1	TCGA-E2-A14Z-01A-11D-A111-01	-0.321	TCGA-E2-A14Z	BRCA	0.41	3.26	2.60967828273955	shallow
VPS4A	27183	16q22.1	TCGA-E2-A150-01A-11D-A12A-01	-0.15	TCGA-E2-A150	BRCA	0.53	3.03	2.73078890171082	neutral
VPS4A	27183	16q22.1	TCGA-E2-A152-01A-11D-A12A-01	0.263	TCGA-E2-A152	BRCA	0.58	3.33	3.99590470330281	gain
VPS4A	27183	16q22.1	TCGA-E2-A153-01A-12D-A12A-01	-0.507	TCGA-E2-A153	BRCA	0.34	5.56	3.91248408340461	shallow
VPS4A	27183	16q22.1	TCGA-E2-A154-01A-11D-A111-01	-0.561	TCGA-E2-A154	BRCA	0.62	4.64	3.145141238176	shallow
VPS4A	27183	16q22.1	TCGA-E2-A155-01A-11D-A12A-01	-0.742	TCGA-E2-A155	BRCA	0.82	1.92	1.14798700490508	deep
VPS4A	27183	16q22.1	TCGA-E2-A156-01A-11D-A12A-01	-0.946	TCGA-E2-A156	BRCA	0.92	2	1.03813927054306	deep
VPS4A	27183	16q22.1	TCGA-E2-A158-01A-11D-A12A-01	0.092	TCGA-E2-A158	BRCA	1	1.96	2.08905960269317	neutral
VPS4A	27183	16q22.1	TCGA-E2-A159-01A-11D-A111-01	-0.257	TCGA-E2-A159	BRCA	0.5	1.56	1.30544893858609	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15A-01A-11D-A12A-01	0.077	TCGA-E2-A15A	BRCA	0.58	3.29	3.47036542315392	neutral
VPS4A	27183	16q22.1	TCGA-E2-A15C-01A-31D-A12A-01	-0.663	TCGA-E2-A15C	BRCA	0.75	2.11	1.33259926124732	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15D-01A-11D-A111-01	-0.556	TCGA-E2-A15D	BRCA	0.57	2.29	1.55762462600482	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15E-01A-11D-A12A-01	-0.406	TCGA-E2-A15E	BRCA	0.33	3.56	2.6867782239666	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15F-01A-11D-A111-01	-0.578	TCGA-E2-A15F	BRCA	0.63	1.87	1.25269766827003	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15G-01A-11D-A12A-01	-0.442	TCGA-E2-A15G	BRCA	0.46	2.44	1.79611677184518	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15H-01A-11D-A12A-01	-0.304	TCGA-E2-A15H	BRCA	0.54	3.63	2.94031260928433	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15I-01A-21D-A134-01	-0.511	TCGA-E2-A15I	BRCA	0.63	2.12	1.48768002960142	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15J-01A-11D-A12N-01	-0.84	TCGA-E2-A15J	BRCA	0.89	2.09	1.16756505928547	deep
VPS4A	27183	16q22.1	TCGA-E2-A15K-01A-11D-A12N-01	-0.651	TCGA-E2-A15K	BRCA	0.7	2.05	1.30551941220966	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15L-01A-11D-A12A-01	-0.717	TCGA-E2-A15L	BRCA	0.85	2.12	1.28972570015211	deep
VPS4A	27183	16q22.1	TCGA-E2-A15M-01A-11D-A12A-01	-0.213	TCGA-E2-A15M	BRCA	0.28	3.25	2.80390936976363	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15O-01A-11D-A111-01	-0.804	TCGA-E2-A15O	BRCA	0.79	2.14	1.22570415083834	deep
VPS4A	27183	16q22.1	TCGA-E2-A15P-01A-11D-A111-01	-0.643	TCGA-E2-A15P	BRCA	0.61	1.81	1.15908767450344	shallow
VPS4A	27183	16q22.1	TCGA-E2-A15R-01A-11D-A111-01	-0.856	TCGA-E2-A15R	BRCA	0.88	2.07	1.14363824176791	deep
VPS4A	27183	16q22.1	TCGA-E2-A15S-01A-11D-A111-01	-0.786	TCGA-E2-A15S	BRCA	0.73	3.93	2.27920282110318	deep
VPS4A	27183	16q22.1	TCGA-E2-A15T-01A-11D-A111-01	-0.787	TCGA-E2-A15T	BRCA	0.87	2.03	1.17648239118302	deep
VPS4A	27183	16q22.1	TCGA-E2-A1AZ-01A-11D-A12N-01	-0.178	TCGA-E2-A1AZ	BRCA	0.48	2.62	2.31589013138682	neutral
VPS4A	27183	16q22.1	TCGA-E2-A1B0-01A-11D-A12N-01	0.281	TCGA-E2-A1B0	BRCA	0.45	2.68	3.25629860230544	gain
VPS4A	27183	16q22.1	TCGA-E2-A1B1-01A-21D-A12N-01	0.011	TCGA-E2-A1B1	BRCA	0.23	2.03	2.04553713363332	neutral
VPS4A	27183	16q22.1	TCGA-E2-A1B4-01A-11D-A12N-01	-0.793	TCGA-E2-A1B4	BRCA	0.8	2	1.15428541751684	deep
VPS4A	27183	16q22.1	TCGA-E2-A1B5-01A-21D-A12N-01	-0.173	TCGA-E2-A1B5	BRCA	0.17	2.22	1.96913179743777	neutral
VPS4A	27183	16q22.1	TCGA-E2-A1B6-01A-31D-A12N-01	0.016	TCGA-E2-A1B6	BRCA	NA	NA	NA	neutral
VPS4A	27183	16q22.1	TCGA-E2-A1BC-01A-11D-A12N-01	-0.539	TCGA-E2-A1BC	BRCA	0.56	1.92	1.32143577752707	shallow
VPS4A	27183	16q22.1	TCGA-E2-A1BD-01A-11D-A12N-01	-0.682	TCGA-E2-A1BD	BRCA	0.68	4.13	2.57423146617808	shallow
VPS4A	27183	16q22.1	TCGA-E2-A1IE-01A-11D-A13J-01	-0.694	TCGA-E2-A1IE	BRCA	0.71	1.92	1.18682425048411	shallow
VPS4A	27183	16q22.1	TCGA-E2-A1IF-01A-11D-A141-01	-0.334	TCGA-E2-A1IF	BRCA	0.35	2.09	1.65806773226949	shallow
VPS4A	27183	16q22.1	TCGA-E2-A1IG-01A-11D-A141-01	0.612	TCGA-E2-A1IG	BRCA	0.76	2.05	3.13317186756859	gain
VPS4A	27183	16q22.1	TCGA-E2-A1IH-01A-11D-A13J-01	-0.47	TCGA-E2-A1IH	BRCA	0.44	3.32	2.39692246456734	shallow
VPS4A	27183	16q22.1	TCGA-E2-A1II-01A-11D-A141-01	-0.27	TCGA-E2-A1II	BRCA	0.47	1.72	1.42642961880084	shallow
VPS4A	27183	16q22.1	TCGA-E2-A1IJ-01A-11D-A141-01	-0.236	TCGA-E2-A1IJ	BRCA	0.39	2.13	1.80857500493177	shallow
